#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PP1S306_84V6.1	3218.PP1S306_84V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=326:Pfam_MSP(93|325)+	Predicted protein	5944774,A9TSK0,A9TSK0_PHYPA,EDQ53641.1,PHYPADRAFT_225004,PP1S306_84V6,PP1S306_84V6.1,PUT-163a-Physcomitrella_patens-20254632,PUT-163a-Physcomitrella_patens-35154637,PUT-163a-Physcomitrella_patens-35482,PUT-163a-Physcomitrella_patens-36254640,PUT-163a-Physcomitrella_patens-36254641,PUT-163a-Physcomitrella_patens-9346,Ppa.493,Predicted protein,UPI0001625D94,XM_001781538,XM_001781538.1,XP_001781590,XP_001781590.1,ppp:PHYPADRAFT_225004
PP1S307_63V6.1	3218.PP1S307_63V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=528:Pfam_Cpn60_TCP1(31|521)+	Predicted protein; Molecular chaperone; assists the folding of proteins upon ATP hydrolysis	5944841,A9TSP4,A9TSP4_PHYPA,EDQ53591.1,PHYPADRAFT_197847,PP1S307_63V6,PP1S307_63V6.1,PUT-163a-Physcomitrella_patens-26043,Ppa.13340,Predicted protein,UPI00016260B6,XM_001781583,XM_001781583.1,XP_001781635,XP_001781635.1,ppp:PHYPADRAFT_197847
PP1S30_150V6.2	3218.PP1S30_150V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=466:FBOX(92|132)+	Uncharacterized protein	5921170,A9RV07,A9RV07_PHYPA,EDQ77250.1,PHYPADRAFT_161137,PP1S30_150V6,PP1S30_150V6.1,PP1S30_150V6.2,PUT-163a-Physcomitrella_patens-11779,PUT-163a-Physcomitrella_patens-6858,Ppa.6731,Predicted protein,UPI0001620627,Uncharacterized protein,XM_001757956,XM_001757956.1,XP_001758008,XP_001758008.1,ppp:PHYPADRAFT_161137
PP1S30_365V6.1	3218.PP1S30_365V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=120:Ribosomal_L31e(10|93)+	Uncharacterized protein	5921092,A9RVD4,A9RVD4_PHYPA,EDQ77312.1,PHYPADRAFT_178472,PP1S30_365V6,PP1S30_365V6.1,PUT-163a-Physcomitrella_patens-36429,PUT-163a-Physcomitrella_patens-36468,Ppa.5852,Predicted protein,UPI0001620422,Uncharacterized protein,XM_001758018,XM_001758018.1,XP_001758070,XP_001758070.1,ppp:PHYPADRAFT_178472
PP1S30_44V6.1	3218.PP1S30_44V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=231:Pfam_Ribosomal_L6e_N(1|57)+Pfam_Ribosomal_L6e(124|231)+	60S ribosomal protein L6 ; Belongs to the eukaryotic ribosomal protein eL6 family	5921258,60S ribosomal protein L6,A9RUW5,A9RUW5_PHYPA,EDQ77127.1,PHYPADRAFT_178335,PP1S30_44V6,PP1S30_44V6.1,PUT-163a-Physcomitrella_patens-39625,PUT-163a-Physcomitrella_patens-64854634,PUT-163a-Physcomitrella_patens-7342,PUT-163a-Physcomitrella_patens-75254635,PUT-163a-Physcomitrella_patens-75254636,PUT-163a-Physcomitrella_patens-754,Ppa.667,UPI000162056E,XM_001757833,XM_001757833.1,XP_001757885,XP_001757885.1,ppp:PHYPADRAFT_178335
PP1S310_4V6.1	3218.PP1S310_4V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=116:Pfam_SUI1(30|106)+	Predicted protein	5919840,5944925,A9RR49,A9RR49_PHYPA,PHYPADRAFT_197946,PHYPADRAFT_204926,PP1S310_4V6,PP1S310_4V6.1,PUT-163a-Physcomitrella_patens-37554632,PUT-163a-Physcomitrella_patens-50261,Ppa.18557,Ppa.4502,Predicted protein,XM_001781664,XM_001781664.1,XP_001756581,XP_001756581.1,XP_001781716,XP_001781716.1,ppp:PHYPADRAFT_204926
PP1S311_79V6.2	3218.PP1S311_79V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=476:Pfam_Aminotran_1_2(105|466)+	Predicted protein	2.3.1.50,5944999,A9TT57,A9TT57_PHYPA,EC 2.3.1.50,EDQ53441.1,PHYPADRAFT_198015,PP1S311_79V6,PP1S311_79V6.1,PP1S311_79V6.2,PP1S311_79V6.3,PUT-163a-Physcomitrella_patens-4507,PUT-163a-Physcomitrella_patens-7755,PUT-163a-Physcomitrella_patens-7801,Ppa.5934,Predicted protein,UPI000162595D,UPI00024B1BEC,UPI00024B1BED,XM_001781741,XM_001781741.1,XP_001781793,XP_001781793.1,ppp:PHYPADRAFT_198015
PP1S311_80V6.1	3218.PP1S311_80V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=658:TRANS(50|72)+TRANS(132|154)+Pfam_FA_hydroxylase(164|304)+TRANS(358|377)+Pfam_Wax2_C(484|655)+	Predicted protein; Belongs to the sterol desaturase family	5945000,A9TT58,A9TT58_PHYPA,EDQ53442.1,PHYPADRAFT_108743,PP1S311_80V6,PP1S311_80V6.1,PUT-163a-Physcomitrella_patens-826,Ppa.2372,Predicted protein,UPI00024B1BEE,XM_001781742,XM_001781742.1,XP_001781794,XP_001781794.1,ppp:PHYPADRAFT_108743
PP1S319_17V6.1	3218.PP1S319_17V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=406:TRANS(7|29)+COIL(67|97)+EFh(185|214)+EFh(230|258)+EFh(269|297)+EFh(320|348)+	Predicted protein	5945312,A9TU09,A9TU09_PHYPA,EDQ53086.1,PHYPADRAFT_61095,PP1S319_17V6,PP1S319_17V6.1,PUT-163a-Physcomitrella_patens-3424,PUT-163a-Physcomitrella_patens-46915,Predicted protein,UPI00024B11FC,XM_001782040,XM_001782040.1,XP_001782092,XP_001782092.1,ppp:PHYPADRAFT_61095
PP1S31_128V6.1	3218.PP1S31_128V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=198:Pfam_AhpC-TSA(31|176)+	Predicted protein	5921425,A9RW02,A9RW02_PHYPA,EDQ77030.1,PHYPADRAFT_178542,PP1S31_128V6,PP1S31_128V6.1,PUT-163a-Physcomitrella_patens-40854639,PUT-163a-Physcomitrella_patens-41254638,Ppa.14673,Ppa.4492,Predicted protein,UPI000162090C,XM_001758156,XM_001758156.1,XP_001758208,XP_001758208.1,ppp:PHYPADRAFT_178542
PP1S31_1V6.1	3218.PP1S31_1V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=391:Pfam_DSPc(162|301)+	Predicted protein	5921284,A9RVT1,A9RVT1_PHYPA,EDQ76894.1,PHYPADRAFT_161212,PP1S31_1V6,PP1S31_1V6.1,PUT-163a-Physcomitrella_patens-17354634,PUT-163a-Physcomitrella_patens-17454638,Ppa.1435,Predicted protein,UPI0001620425,XM_001758020,XM_001758020.1,XP_001758072,XP_001758072.1,ppp:PHYPADRAFT_161212
PP1S31_53V6.2	3218.PP1S31_53V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=370:Pfam_Methyltransf_23(123|306)+	Predicted protein; Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family	2.1.1.95,5921413,A9RVV6,A9RVV6_PHYPA,EC 2.1.1.95,EDQ77006.1,PHYPADRAFT_205965,PP1S31_53V6,PP1S31_53V6.1,PP1S31_53V6.2,PUT-163a-Physcomitrella_patens-141,PUT-163a-Physcomitrella_patens-22054634,PUT-163a-Physcomitrella_patens-26520,PUT-163a-Physcomitrella_patens-39417,PWY-1422,PWY-7436,Ppa.1104,Predicted protein,UPA00160,UPI0001620470,XM_001758132,XM_001758132.1,XP_001758184,XP_001758184.1,ppp:PHYPADRAFT_205965
PP1S324_46V6.1	3218.PP1S324_46V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=151:WHy(24|141)+	Predicted protein	5945437,A9TUE2,A9TUE2_PHYPA,EDQ52982.1,PHYPADRAFT_108815,PP1S324_46V6,PP1S324_46V6.1,PUT-163a-Physcomitrella_patens-19100,Ppa.760,Predicted protein,UPI0001626308,XM_001782179,XM_001782179.1,XP_001782231,XP_001782231.1,ppp:PHYPADRAFT_108815
PP1S328_43V6.1	3218.PP1S328_43V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=114:RPOL9(5|58)+ZnF_C2C2(74|114)+	DNA-directed RNA polymerase subunit; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	5945570,A9TUT9,A9TUT9_PHYPA,DNA-directed RNA polymerase subunit,EDQ52833.1,PHYPADRAFT_172071,PP1S328_43V6,PP1S328_43V6.1,PUT-163a-Physcomitrella_patens-27353,PUT-163a-Physcomitrella_patens-8873,Ppa.6986,UPI0001625A9A,XM_001782327,XM_001782327.1,XP_001782379,XP_001782379.1,ppp:PHYPADRAFT_172071
PP1S32_202V6.1	3218.PP1S32_202V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=179:Pfam_Ribosomal_S21(83|137)+	Predicted protein	5921525,A9RWC0,A9RWC0_PHYPA,EDQ76844.1,PHYPADRAFT_161395,PP1S32_202V6,PP1S32_202V6.1,PUT-163a-Physcomitrella_patens-35722,Ppa.3930,Predicted protein,UPI0001620955,XM_001758390,XM_001758390.1,XP_001758442,XP_001758442.1,ppp:PHYPADRAFT_161395
PP1S32_24V6.1	3218.PP1S32_24V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=119:Pfam_Rotamase(11|119)+	Peptidyl-prolyl cis-trans isomerase	5.2.1.8,5921586,A9RW23,A9RW23_PHYPA,EC 5.2.1.8,EDQ76796.1,PHYPADRAFT_161354,PP1S32_24V6,PP1S32_24V6.1,PUT-163a-Physcomitrella_patens-68454634,Peptidyl-prolyl cis-trans isomerase,Predicted protein,UPI00016207C7,XM_001758342,XM_001758342.1,XP_001758394,XP_001758394.1,ppp:PHYPADRAFT_161354
PP1S340_19V6.2	3218.PP1S340_19V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=236:Pfam_DUF1264(36|205)+	Predicted protein	5945967,A9TVY0,A9TVY0_PHYPA,EDQ52423.1,PHYPADRAFT_108889,PP1S340_19V6,PP1S340_19V6.1,PP1S340_19V6.2,PP1S340_19V6.3,PUT-163a-Physcomitrella_patens-15781,PUT-163a-Physcomitrella_patens-15821,Ppa.715,Predicted protein,UPI0001627333,UPI00024B1966,XM_001782724,XM_001782724.1,XP_001782776,XP_001782776.1,ppp:PHYPADRAFT_108889
PP1S341_42V6.1	3218.PP1S341_42V6.1	http://smart.embl.de/smart/DDt.cgi?smart=280:	Predicted protein	5946003,A9TW19,A9TW19_PHYPA,EDQ52393.1,PHYPADRAFT_172298,PP1S341_42V6,PP1S341_42V6.1,PUT-163a-Physcomitrella_patens-13709,Ppa.6033,Predicted protein,UPI0001627660,XM_001782764,XM_001782764.1,XP_001782816,XP_001782816.1,ppp:PHYPADRAFT_172298
PP1S350_23V6.2	3218.PP1S350_23V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=592:Pfam_GATase_7(50|168)+Pfam_Asn_synthase(211|364)+Pfam_Asn_synthase(359|535)+	Predicted protein; Asparagine synthetase 	5946233,6.3.5.4,A9TWP8,A9TWP8_PHYPA,Asparagine synthetase,EC 6.3.5.4,EDQ52151.1,PHYPADRAFT_226188,PP1S350_23V6,PP1S350_23V6.1,PP1S350_23V6.2,PUT-163a-Physcomitrella_patens-21393,PUT-163a-Physcomitrella_patens-4025,Ppa.5753,Ppa.9574,Predicted protein,UPA00134,UPI000162745F,UPI00024B0F21,XM_001782975,XM_001782975.1,XP_001783027,XP_001783027.1,ppp:PHYPADRAFT_226188
PP1S351_44V6.2	3218.PP1S351_44V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=239:Pfam_Reticulon(55|211)+	Reticulon-like protein	5946277,A9TWT4,A9TWT4_PHYPA,EDQ52141.1,PHYPADRAFT_199069,PP1S351_44V6,PP1S351_44V6.1,PP1S351_44V6.2,PUT-163a-Physcomitrella_patens-21926,PUT-163a-Physcomitrella_patens-49978,PUT-163a-Physcomitrella_patens-50014,Ppa.5396,Predicted protein,Reticulon-like protein,UPI000162667C,XM_001783020,XM_001783020.1,XP_001783072,XP_001783072.1,ppp:PHYPADRAFT_199069
PP1S354_23V6.1	3218.PP1S354_23V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=344:TRANS(9|31)+Pfam_peroxidase(52|304)+	Peroxidase; Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress	1.11.1.7,5946364,A9TX19,A9TX19_PHYPA,EC 1.11.1.7,EDQ52044.1,PHYPADRAFT_199141,PP1S354_23V6,PP1S354_23V6.1,PUT-163a-Physcomitrella_patens-4423,Peroxidase,Predicted protein,UPI0001626AEA,XM_001783106,XM_001783106.1,XP_001783158,XP_001783158.1,ppp:PHYPADRAFT_199141
PP1S357_33V6.1	3218.PP1S357_33V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=356:TRANS(145|167)+TRANS(177|199)+TRANS(236|255)+TRANS(259|278)+TRANS(311|333)+	Predicted protein	5946441,A9TXB4,A9TXB4_PHYPA,EDQ51959.1,PHYPADRAFT_172508,PP1S357_33V6,PP1S357_33V6.1,PP1S357_33V6.2,PUT-163a-Physcomitrella_patens-19148,PUT-163a-Physcomitrella_patens-21640,Ppa.15435,Predicted protein,UPI0001627127,XM_001783212,XM_001783212.1,XP_001783264,XP_001783264.1,ppp:PHYPADRAFT_172508
PP1S365_30V6.1	3218.PP1S365_30V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=195:Pfam_Ribosomal_S7e(8|189)+	40S ribosomal protein S7; Belongs to the eukaryotic ribosomal protein eS7 family	40S ribosomal protein S7,5946662,A9TXW9,A9TXW9_PHYPA,EDQ51747.1,PHYPADRAFT_172596,PP1S365_30V6,PP1S365_30V6.1,PUT-163a-Physcomitrella_patens-5225,PUT-163a-Physcomitrella_patens-5279,Ppa.12374,Ppa.5658,Predicted protein,UPI0001626E07,XM_001783404,XM_001783404.1,XP_001783456,XP_001783456.1,ppp:PHYPADRAFT_172596
PP1S368_36V6.1	3218.PP1S368_36V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=379:Transket_pyr(45|220)+Pfam_Transketolase_C(238|360)+	Pyruvate dehydrogenase E1 component subunit beta; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO2	1.2.4.1,5946744,A9TY50,A9TY50_PHYPA,EC 1.2.4.1,EDQ51656.1,PHYPADRAFT_226541,PP1S368_36V6,PP1S368_36V6.1,PUT-163a-Physcomitrella_patens-39781,PUT-163a-Physcomitrella_patens-39782,PUT-163a-Physcomitrella_patens-39833,Ppa.9275,Predicted protein,Pyruvate dehydrogenase E1 component subunit beta,UPI000162735F,XM_001783468,XM_001783468.1,XP_001783520,XP_001783520.1,ppp:PHYPADRAFT_226541
PP1S369_6V6.1	3218.PP1S369_6V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=402:Pfam_Aminotran_5(11|364)+	Predicted protein	2.6.1.44,2.6.1.45,2.6.1.51,5946749,A9TY57,A9TY57_PHYPA,EC 2.6.1.44,EC 2.6.1.45,EC 2.6.1.51,EDQ51640.1,PHYPADRAFT_199392,PP1S369_6V6,PP1S369_6V6.1,PUT-163a-Physcomitrella_patens-3132,PUT-163a-Physcomitrella_patens-32203,PUT-163a-Physcomitrella_patens-56254640,PUT-163a-Physcomitrella_patens-56954636,PUT-163a-Physcomitrella_patens-56954637,PUT-163a-Physcomitrella_patens-56954638,Ppa.513,Predicted protein,UPI0001627366,XM_001783499,XM_001783499.1,XP_001783551,XP_001783551.1,ppp:PHYPADRAFT_199392
PP1S36_207V6.1	3218.PP1S36_207V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=639:Pfam_Pyr_redox(284|373)+Pfam_EF-hand_1(444|472)+	Predicted protein	1.6.5.9,5922415,A9RYZ0,A9RYZ0_PHYPA,EC 1.6.5.9,EDQ75891.1,PHYPADRAFT_179555,PP1S36_207V6,PP1S36_207V6.1,PUT-163a-Physcomitrella_patens-24969,PUT-163a-Physcomitrella_patens-388,Ppa.9827,Predicted protein,UPI0001620DDF,XM_001759155,XM_001759155.1,XP_001759207,XP_001759207.1,ppp:PHYPADRAFT_179555
PP1S370_10V6.1	3218.PP1S370_10V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=395:FBOX(52|92)+	Predicted protein	5946771,A9TY82,A9TY82_PHYPA,DS545257,EDQ51598.1,PHYPADRAFT_98858,PP1S370_10V6,PP1S370_10V6.1,Predicted protein,UPI000162757A,XM_001783514,XM_001783514.1,XP_001783566,XP_001783566.1,ppp:PHYPADRAFT_98858
PP1S370_15V6.1	3218.PP1S370_15V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=392:TRANS(146|168)+	Predicted protein	5946775,A9TY85,A9TY85_PHYPA,EDQ51617.1,PHYPADRAFT_172631,PP1S370_15V6,PP1S370_15V6.1,PUT-163a-Physcomitrella_patens-28235,PUT-163a-Physcomitrella_patens-5650,Ppa.14573,Predicted protein,UPI000162757D,XM_001783533,XM_001783533.1,XP_001783585,XP_001783585.1,ppp:PHYPADRAFT_172631
PP1S371_31V6.2	3218.PP1S371_31V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=317:Pfam_Ribosomal_L5e(38|199)+Pfam_Ribosomal_L18_c(215|307)+	Predicted protein	5946825,A9TYC5,A9TYC5_PHYPA,EDQ51584.1,PHYPADRAFT_226607,PP1S371_31V6,PP1S371_31V6.1,PP1S371_31V6.2,PP1S371_31V6.3,PUT-163a-Physcomitrella_patens-14335,PUT-163a-Physcomitrella_patens-36260,Ppa.886,Predicted protein,UPI00016266A3,UPI00024B13B6,UPI00024B13B7,XM_001783568,XM_001783568.1,XP_001783620,XP_001783620.1,ppp:PHYPADRAFT_226607
PP1S371_33V6.1	3218.PP1S371_33V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=177:Pfam_SPC22(4|175)+	Predicted protein	3.4.-.-,5946807,A9TYC7,A9TYC7_PHYPA,EC 3.4.-.-,EDQ51566.1,PHYPADRAFT_110600,PP1S371_33V6,PP1S371_33V6.1,PUT-163a-Physcomitrella_patens-3975,Ppa.1823,Predicted protein,UPI00016266A5,XM_001783550,XM_001783550.1,XP_001783602,XP_001783602.1,ppp:PHYPADRAFT_110600
PP1S372_10V6.1	3218.PP1S372_10V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=81:Pfam_Ribosomal_S21e(1|78)+	40S ribosomal protein S21 ; Belongs to the eukaryotic ribosomal protein eS21 family	40S ribosomal protein S21,5944760,5946857,A9TSH2,A9TSH2_PHYPA,PHYPADRAFT_199482,PHYPADRAFT_224961,PP1S372_10V6,PP1S372_10V6.1,XM_001783599,XM_001783599.1,XP_001781576.1,XP_001783651,XP_001783651.1,ppp:PHYPADRAFT_199482
PP1S372_1V6.1	3218.PP1S372_1V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=439:TRANS(21|43)+Pfam_MGAT2(91|428)+	Predicted protein	2.4.1.143,5946855,A9TYE4,A9TYE4_PHYPA,EC 2.4.1.143,EDQ51544.1,PHYPADRAFT_226628,PP1S372_1V6,PP1S372_1V6.1,PUT-163a-Physcomitrella_patens-13635,PUT-163a-Physcomitrella_patens-52324,Ppa.13852,Predicted protein,UPI00016267B1,XM_001783597,XM_001783597.1,XP_001783649,XP_001783649.1,ppp:PHYPADRAFT_226628
PP1S372_38V6.2	3218.PP1S372_38V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=377:ACTIN(7|377)+	Predicted protein; Belongs to the actin family	5946846,A9TYG3,A9TYG3_PHYPA,EDQ51552.1,PHYPADRAFT_226658,PP1S372_38V6,PP1S372_38V6.1,PP1S372_38V6.2,PP1S372_38V6.3,PP1S372_38V6.4,PUT-163a-Physcomitrella_patens-12437,PUT-163a-Physcomitrella_patens-12474,PUT-163a-Physcomitrella_patens-12817,PUT-163a-Physcomitrella_patens-28238,PUT-163a-Physcomitrella_patens-29612,PUT-163a-Physcomitrella_patens-65654632,PUT-163a-Physcomitrella_patens-66054633,Ppa.10311,Ppa.11726,Ppa.18392,Predicted protein,UPI00016268D1,XM_001783605,XM_001783605.1,XM_001783607,XM_001783607.1,XP_001783657,XP_001783657.1,XP_001783659,XP_001783659.1,ppp:PHYPADRAFT_226658
PP1S37_13V6.2	3218.PP1S37_13V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=240:Pfam_Reticulon(55|211)+	Reticulon-like protein	5922745,A9RZ19,A9RZ19_PHYPA,EDQ75653.1,PHYPADRAFT_161887,PP1S37_13V6,PP1S37_13V6.1,PP1S37_13V6.2,PP1S37_13V6.3,PUT-163a-Physcomitrella_patens-49854635,Ppa.3411,Ppa.9410,Predicted protein,Reticulon-like protein,UPI0001620F6A,XM_001759299,XM_001759299.1,XP_001759351,XP_001759351.1,ppp:PHYPADRAFT_161887
PP1S37_150V6.2	3218.PP1S37_150V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=391:Pfam_PAD_porph(18|388)+	Predicted protein	3.5.3.12,5922609,A9RZ89,A9RZ89_PHYPA,EC 3.5.3.12,EDQ75792.1,PHYPADRAFT_161931,PP1S37_150V6,PP1S37_150V6.1,PP1S37_150V6.2,PUT-163a-Physcomitrella_patens-46214,PUT-163a-Physcomitrella_patens-46215,PUT-163a-Physcomitrella_patens-46216,PUT-163a-Physcomitrella_patens-51154641,PUT-163a-Physcomitrella_patens-52932,Ppa.4207,Predicted protein,UPI0001620DC4,UPI00024ACEBA,XM_001759438,XM_001759438.1,XP_001759490,XP_001759490.1,ppp:PHYPADRAFT_161931
PP1S383_1V6.1	3218.PP1S383_1V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=413:DEXDc(59|256)+HELICc(293|374)+	Predicted protein; Belongs to the DEAD box helicase family	5947145,A9TZ99,A9TZ99_PHYPA,EDQ51244.1,PHYPADRAFT_226898,PP1S383_1V6,PP1S383_1V6.1,PP1S383_1V6.2,PP1S383_1V6.3,PUT-163a-Physcomitrella_patens-30027,PUT-163a-Physcomitrella_patens-33500,PUT-163a-Physcomitrella_patens-8054641,PUT-163a-Physcomitrella_patens-9554636,Ppa.5270,Predicted protein,UPI00016267C7,XM_001783882,XM_001783882.1,XP_001783934,XP_001783934.1,ppp:PHYPADRAFT_226898
PP1S389_1V6.1	3218.PP1S389_1V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=532:Pfam_DAHP_synth_2(69|505)+	Phospho-2-dehydro-3-deoxyheptonate aldolase	2.5.1.54,5947296,A9TZP0,A9TZP0_PHYPA,EC 2.5.1.54,EDQ51104.1,PHYPADRAFT_172876,PP1S389_1V6,PP1S389_1V6.1,PUT-163a-Physcomitrella_patens-13096,PUT-163a-Physcomitrella_patens-40384,PUT-163a-Physcomitrella_patens-43105,Phospho-2-dehydro-3-deoxyheptonate aldolase,Ppa.2013,Predicted protein,UPI000162726A,XM_001784038,XM_001784038.1,XP_001784090,XP_001784090.1,ppp:PHYPADRAFT_172876
PP1S38_194V6.1	3218.PP1S38_194V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=263:Pfam_RS4NT(3|39)+S4(42|106)+KOW(174|201)+Pfam_40S_S4_C(212|259)+	40S ribosomal protein S4; Belongs to the eukaryotic ribosomal protein eS4 family	40S ribosomal protein S4,5922858,A9RZU4,A9RZU4_PHYPA,EDQ75503.1,PHYPADRAFT_207291,PP1S38_194V6,PP1S38_194V6.1,PP1S38_194V6.2,PUT-163a-Physcomitrella_patens-16154637,PUT-163a-Physcomitrella_patens-22252,PUT-163a-Physcomitrella_patens-26743,PUT-163a-Physcomitrella_patens-26744,Ppa.4520,Predicted protein,UPI0001620CB9,UPI00024AD387,XM_001759539,XM_001759539.1,XP_001759591,XP_001759591.1,ppp:PHYPADRAFT_207291
PP1S38_300V6.1	3218.PP1S38_300V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=361:Pfam_3Beta_HSD(47|168)+Pfam_Ldh_1_C(189|353)+	Malate dehydrogenase 	1.1.1.37,5922809,A9RZZ9,A9RZZ9_PHYPA,EC 1.1.1.37,EDQ75532.1,Malate dehydrogenase,PHYPADRAFT_207351,PP1S38_300V6,PP1S38_300V6.1,PUT-163a-Physcomitrella_patens-1689,PUT-163a-Physcomitrella_patens-40954636,PUT-163a-Physcomitrella_patens-43154635,PUT-163a-Physcomitrella_patens-46583,PUT-163a-Physcomitrella_patens-6163,Ppa.19410,Ppa.6448,UPI0001620D88,XM_001759568,XM_001759568.1,XP_001759620,XP_001759620.1,ppp:PHYPADRAFT_207351
PP1S38_329V6.2	3218.PP1S38_329V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=293:Pfam_Ribosomal_L5e(14|175)+Pfam_Ribosomal_L18_c(191|283)+	Predicted protein	5922817,A9S013,A9S013_PHYPA,EDQ75540.1,PHYPADRAFT_207358,PP1S38_329V6,PP1S38_329V6.1,PP1S38_329V6.2,PUT-163a-Physcomitrella_patens-39377,Ppa.4514,Predicted protein,UPI0001620D96,XM_001759576,XM_001759576.1,XP_001759628,XP_001759628.1,ppp:PHYPADRAFT_207358
PP1S392_16V6.1	3218.PP1S392_16V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=316:WD40(48|87)+WD40(93|133)+WD40(136|176)+WD40(179|219)+WD40(223|263)+WD40(268|308)+	Predicted protein	5947367,A9TZX0,A9TZX0_PHYPA,EDQ51020.1,PHYPADRAFT_227066,PP1S392_16V6,PP1S392_16V6.1,PUT-163a-Physcomitrella_patens-47180,Ppa.5278,Predicted protein,UPI00016266BE,XM_001784109,XM_001784109.1,XP_001784161,XP_001784161.1,ppp:PHYPADRAFT_227066
PP1S392_44V6.1	3218.PP1S392_44V6.1	http://smart.embl.de/smart/DDt.cgi?smart=153:	Predicted protein	5947383,A9TZZ0,A9TZZ0_PHYPA,EDQ51036.1,PHYPADRAFT_172927,PP1S392_44V6,PP1S392_44V6.1,PUT-163a-Physcomitrella_patens-24168,Predicted protein,UPI00016267CC,XM_001784125,XM_001784125.1,XP_001784177,XP_001784177.1,ppp:PHYPADRAFT_172927
PP1S395_10V6.1	3218.PP1S395_10V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=328:Pfam_zf-FLZ(246|299)+	Predicted protein	5947387,A9TZZ9,A9TZZ9_PHYPA,DS545280,EDQ50994.1,PHYPADRAFT_172931,PP1S395_10V6,PP1S395_10V6.1,PUT-163a-Physcomitrella_patens-48266,PUT-163a-Physcomitrella_patens-48267,PUT-163a-Physcomitrella_patens-48268,Ppa.4137,Predicted protein,UPI00016267D4,XM_001784144,XM_001784144.1,XP_001784196,XP_001784196.1,ppp:PHYPADRAFT_172931
PP1S398_23V6.1	3218.PP1S398_23V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=289:TRANS(34|56)+TRANS(66|88)+TRANS(101|123)+TRANS(213|235)+	Predicted protein	5947484,A9U092,A9U092_PHYPA,EDQ50914.1,PHYPADRAFT_227130,PP1S398_23V6,PP1S398_23V6.1,PUT-163a-Physcomitrella_patens-46367,PUT-163a-Physcomitrella_patens-51083,Ppa.16276,Predicted protein,UPI0001626D2D,XM_001784213,XM_001784213.1,XP_001784265,XP_001784265.1,ppp:PHYPADRAFT_227130
PP1S39_287V6.1	3218.PP1S39_287V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=144:Pfam_Ribosomal_S17e(1|119)+	Predicted protein	5923051,A9S0I3,A9S0I3_PHYPA,PHYPADRAFT_207482,PHYPADRAFT_72969,PP1S39_287V6,PP1S39_287V6.1,PUT-163a-Physcomitrella_patens-51840,PUT-163a-Physcomitrella_patens-68654638,Predicted protein,XM_001759861,XM_001759861.1,XP_001759913,XP_001759913.1,ppp:PHYPADRAFT_207482
